,HHID,PN,V207
1248,016496,010,2.0
1249,016496,040,2.0
1250,016498,010,2.0
1251,016498,040,3.0
1252,016500,010,2.0
1253,016500,020,1.0
1254,016510,020,1.0
1255,016510,030,1.0
1256,016512,010,1.0
1257,016517,010,1.0
1258,016526,010,1.0
1259,016528,030,0.0
1260,016528,040,1.0
1261,016536,010,2.0
1262,016541,010,1.0
1263,016544,010,1.0
1264,016548,010,2.0
1265,016558,010,1.0
1266,016558,020,0.0
1267,016566,010,1.0
1268,016566,020,2.0
1269,016570,010,3.0
1270,016599,010,1.0
1271,016602,010,1.0
1272,016602,020,1.0
1273,016603,010,0.0
1274,016606,010,0.0
1275,016612,010,
1276,016619,010,1.0
1277,016619,020,0.0
1278,016625,010,1.0
1279,016631,010,0.0
1280,016631,020,1.0
1281,016643,010,1.0
1282,016643,020,1.0
1283,016648,010,3.0
1284,016648,020,2.0
1285,016650,020,2.0
1286,016650,030,1.0
1287,016659,010,2.0
1288,016659,040,3.0
1289,016660,010,1.0
1290,016660,020,1.0
1291,016663,010,1.0
1292,016672,010,0.0
1293,016672,020,1.0
1294,016681,010,1.0
1295,016698,010,2.0
1296,016698,020,0.0
1297,016700,010,0.0
1298,016700,020,1.0
1299,016704,020,1.0
1300,016704,030,0.0
1301,016705,010,1.0
1302,016705,020,1.0
1303,016706,010,2.0
1304,016706,020,1.0
1305,016710,010,1.0
1306,016711,010,3.0
1307,016711,020,3.0
1308,016715,030,2.0
1309,016715,040,2.0
1310,016736,010,3.0
1311,016736,020,2.0
1312,016747,010,3.0
1313,016747,020,3.0
1314,016752,010,3.0
1315,016761,010,1.0
1316,016770,010,2.0
1317,016789,010,1.0
1318,016789,020,2.0
1319,016799,010,1.0
1320,016799,040,3.0
1321,016804,010,2.0
1322,016804,020,3.0
1323,016809,010,0.0
1324,016809,040,0.0
1325,016810,010,1.0
1326,016822,010,1.0
1327,016822,020,3.0
1328,016827,010,1.0
1329,016827,040,0.0
1330,016836,010,1.0
1331,016836,020,0.0
1332,016841,010,1.0
1333,016844,010,1.0
1334,016844,020,0.0
1335,016846,010,0.0
1336,016846,040,0.0
1337,016848,010,1.0
1338,016848,040,2.0
1339,016851,010,3.0
1340,016851,020,3.0
1341,016855,020,3.0
1342,016855,030,3.0
1343,016856,010,3.0
1344,016856,040,1.0
1345,016870,010,1.0
1346,016870,040,1.0
1347,016873,030,2.0
1348,016901,010,2.0
1349,016904,010,3.0
1350,016914,010,1.0
1351,016925,010,2.0
1352,016925,040,1.0
1353,016931,020,0.0
1354,016931,030,1.0
1355,016933,020,0.0
1356,016933,030,0.0
1357,016935,010,1.0
1358,016954,010,1.0
1359,016956,010,3.0
1360,016958,010,1.0
1361,016959,010,0.0
1362,016959,020,0.0
1363,016967,020,1.0
1364,016967,030,1.0
1365,016973,020,2.0
1366,016973,030,1.0
1367,016975,010,1.0
1368,016975,040,1.0
1369,016989,010,1.0
1370,016989,020,2.0
1371,016994,010,2.0
1372,016994,040,1.0
1373,016996,010,1.0
1374,016996,020,1.0
1375,017002,020,3.0
1376,017002,030,3.0
1377,017003,010,0.0
1378,017003,040,1.0
1379,017027,010,2.0
1380,017027,040,2.0
1381,017028,010,3.0
1382,017028,020,2.0
1383,017031,010,3.0
1384,017031,020,1.0
1385,017038,020,1.0
1386,017038,030,1.0
1387,017041,010,0.0
1388,017042,010,1.0
1389,017042,020,1.0
1390,017046,010,1.0
1391,017046,020,0.0
1392,017047,010,0.0
1393,017049,010,1.0
1394,017049,020,1.0
1395,017050,020,0.0
1396,017050,030,0.0
1397,017056,010,0.0
1398,017061,010,2.0
1399,017061,040,1.0
1400,017075,010,1.0
1401,017075,020,1.0
1402,017077,010,2.0
1403,017077,040,1.0
1404,017093,010,2.0
1405,017093,040,1.0
1406,017107,010,1.0
1407,017119,020,3.0
1408,017119,030,1.0
1409,017134,010,2.0
1410,017136,010,1.0
1411,017136,020,1.0
1412,017159,010,2.0
1413,017175,010,1.0
1414,017184,010,2.0
1415,017199,010,1.0
1416,017199,040,0.0
1417,017201,020,1.0
1418,017201,030,1.0
1419,017202,010,2.0
1420,017209,010,1.0
1421,017215,010,2.0
1422,017234,010,0.0
1423,017234,040,1.0
1424,017235,010,3.0
1425,017235,040,3.0
1426,017237,010,1.0
1427,017237,020,3.0
1428,017239,010,0.0
1429,017239,020,0.0
1430,017241,010,2.0
1431,017241,020,1.0
1432,017253,010,3.0
1433,017253,020,2.0
1434,017254,010,0.0
1435,017254,040,1.0
1436,017255,010,1.0
1437,017255,020,1.0
1438,017277,010,2.0
1439,017277,040,1.0
1440,017279,010,1.0
1441,017279,040,1.0
1442,017282,020,3.0
1443,017282,030,3.0
1444,017291,010,1.0
1445,017303,010,2.0
1446,017319,010,3.0
1447,017328,010,2.0
1448,017328,040,3.0
1449,017338,010,1.0
1450,017356,010,2.0
1451,017356,020,0.0
1452,017363,010,1.0
1453,017366,010,1.0
1454,017366,020,0.0
1455,017371,010,0.0
1456,017374,010,1.0
1457,017374,020,1.0
1458,017383,010,2.0
1459,017383,040,2.0
1460,017388,010,1.0
1461,017389,010,0.0
1462,017389,020,0.0
1463,017392,010,1.0
1464,017392,040,1.0
1465,017423,010,0.0
1466,017423,040,0.0
1467,017425,010,2.0
1468,017425,040,1.0
1469,017426,010,2.0
1470,017428,010,1.0
1471,017449,010,0.0
1472,017458,010,1.0
1473,017459,010,2.0
1474,017460,010,1.0
1475,017460,040,1.0
1476,017465,010,0.0
1477,017468,010,1.0
1478,017473,010,2.0
1479,017480,010,3.0
1480,017488,010,3.0
1481,017488,020,1.0
1482,017491,010,0.0
1483,017491,020,1.0
1484,017492,010,1.0
1485,017492,040,1.0
1486,017506,010,1.0
1487,017506,020,1.0
1488,017520,010,2.0
1489,017520,040,0.0
1490,017521,010,3.0
1491,017521,020,3.0
1492,017526,010,3.0
1493,017527,010,3.0
1494,017527,020,2.0
1495,017530,010,1.0
1496,017530,040,2.0
1497,017545,010,3.0
1498,017547,010,0.0
1499,017547,020,1.0
1500,017588,010,1.0
1501,017588,040,0.0
1502,017602,010,0.0
1503,017613,010,1.0
1504,017623,010,0.0
1505,017623,020,0.0
1506,017626,010,0.0
1507,017633,010,1.0
1508,017633,020,1.0
1509,017635,010,0.0
1510,017635,020,0.0
1511,017640,010,3.0
1512,017641,010,0.0
1513,017641,020,1.0
1514,017642,010,0.0
1515,017646,010,1.0
1516,017646,040,0.0
1517,017653,010,3.0
1518,017653,040,2.0
1519,017661,020,2.0
1520,017661,030,2.0
1521,017674,020,2.0
1522,017674,030,2.0
1523,017681,020,0.0
1524,017704,010,1.0
1525,017707,010,2.0
1526,017707,040,1.0
1527,017714,010,2.0
1528,017714,020,3.0
1529,017715,010,2.0
1530,017715,020,0.0
1531,017724,010,1.0
1532,017728,010,0.0
1533,017728,020,1.0
1534,017750,010,0.0
1535,017750,020,1.0
1536,017755,010,1.0
1537,017773,010,2.0
1538,017773,040,1.0
1539,017775,010,1.0
1540,017775,020,2.0
1541,017785,020,0.0
1542,017785,030,1.0
1543,017790,010,0.0
1544,017790,040,0.0
1545,017807,010,0.0
1546,017833,010,0.0
1547,017833,020,0.0
1548,017841,010,0.0
1549,017844,010,0.0
1550,017862,010,2.0
1551,017862,040,1.0
1552,017892,010,0.0
1553,017897,010,0.0
1554,017897,020,0.0
1555,017909,010,2.0
1556,017909,020,2.0
1557,017922,010,1.0
1558,017923,010,3.0
1559,017923,040,1.0
1560,017924,010,3.0
1561,017924,040,2.0
1562,017933,010,1.0
1563,017933,020,1.0
1564,017938,010,3.0
1565,017949,010,1.0
1566,017949,040,0.0
1567,017952,010,3.0
1568,017952,040,3.0
1569,017970,010,0.0
1570,017970,020,1.0
1571,017978,010,1.0
1572,017978,020,1.0
1573,017980,010,2.0
1574,017980,020,1.0
1575,017982,010,1.0
1576,017986,020,0.0
1577,017986,030,1.0
1578,018012,010,0.0
1579,018025,020,0.0
1580,018034,010,3.0
1581,018047,030,1.0
1582,018048,010,3.0
1583,018052,010,3.0
1584,018052,020,3.0
1585,018064,010,0.0
1586,018064,040,2.0
1587,018075,010,1.0
1588,018075,040,2.0
1589,018078,010,3.0
1590,018092,010,2.0
1591,018093,010,0.0
1592,018093,040,1.0
1593,018097,010,0.0
1594,018098,010,1.0
1595,018100,010,0.0
1596,018145,010,3.0
1597,018145,020,3.0
1598,018150,010,0.0
1599,018155,020,0.0
1600,018155,030,0.0
1601,018157,010,0.0
1602,018158,010,0.0
1603,018163,020,0.0
1604,018163,030,0.0
1605,018166,010,0.0
1606,018168,010,0.0
1607,018175,020,3.0
1608,018175,030,3.0
1609,018198,010,0.0
1610,018198,020,2.0
1611,018199,010,0.0
1612,018199,020,0.0
1613,018200,010,0.0
1614,018204,010,0.0
1615,018204,020,0.0
1616,018210,010,0.0
1617,018210,040,0.0
1618,018212,010,0.0
1619,018216,010,3.0
1620,018216,020,0.0
1621,018229,010,0.0
1622,018243,010,0.0
1623,018245,010,0.0
1624,018245,020,0.0
1625,018248,020,2.0
1626,018248,030,0.0
1627,018259,010,0.0
1628,018261,010,0.0
1629,018262,010,0.0
1630,018262,040,0.0
1631,018264,010,2.0
1632,018269,010,0.0
1633,018269,020,0.0
1634,018276,010,1.0
1635,018276,020,2.0
1636,018285,020,3.0
1637,018285,030,3.0
1638,018298,010,0.0
1639,018298,040,1.0
1640,018299,010,2.0
1641,018299,040,0.0
1642,018301,010,2.0
1643,018304,010,1.0
1644,018304,020,1.0
1645,018309,010,1.0
1646,018309,020,3.0
1647,018335,010,1.0
1648,018345,010,3.0
1649,018345,020,1.0
1650,018352,010,1.0
1651,018352,040,0.0
1652,018356,010,0.0
1653,018358,010,0.0
1654,018360,010,1.0
1655,018363,010,0.0
1656,018363,040,0.0
1657,018364,010,0.0
1658,018389,010,
1659,018389,020,
1660,018417,010,1.0
1661,018421,010,0.0
1662,018421,020,0.0
1663,018424,010,1.0
1664,018424,040,0.0
1665,018426,030,0.0
1666,018428,010,0.0
1667,018428,040,0.0
1668,018435,010,2.0
1669,018435,040,1.0
1670,018439,010,3.0
1671,018439,040,1.0
1672,018442,010,0.0
1673,018442,040,0.0
1674,018443,010,1.0
1675,018447,010,1.0
1676,018451,010,1.0
1677,018451,040,3.0
1678,018453,010,2.0
1679,018453,020,1.0
1680,018481,020,1.0
1681,018481,030,0.0
1682,018482,010,1.0
1683,018482,040,0.0
1684,018483,010,1.0
1685,018483,020,2.0
1686,018494,010,2.0
1687,018494,020,1.0
1688,018508,010,3.0
1689,018508,040,1.0
1690,018525,020,2.0
1691,018525,030,1.0
1692,018528,010,2.0
1693,018531,020,2.0
1694,018531,030,3.0
1695,018532,010,3.0
1696,018532,020,2.0
1697,018536,010,3.0
1698,018539,010,3.0
1699,018540,020,3.0
1700,018540,030,1.0
1701,018549,020,3.0
1702,018549,030,3.0
1703,018553,010,1.0
1704,018566,010,1.0
1705,018566,020,1.0
1706,018613,010,0.0
1707,018613,020,0.0
1708,018624,020,1.0
1709,018624,030,1.0
1710,018632,020,0.0
1711,018632,030,1.0
1712,018646,010,3.0
1713,018646,020,3.0
1714,018647,010,2.0
1715,018679,010,1.0
1716,018680,010,1.0
1717,018680,020,1.0
1718,018686,020,3.0
1719,018686,030,2.0
1720,018707,010,0.0
1721,018707,020,1.0
1722,018714,010,0.0
1723,018725,020,2.0
1724,018725,030,1.0
1725,018733,010,1.0
1726,018733,020,2.0
1727,018734,010,1.0
1728,018739,010,0.0
1729,018739,040,1.0
1730,018742,010,2.0
1731,018742,040,2.0
1732,018758,010,1.0
1733,018759,010,1.0
1734,018759,040,1.0
1735,018773,010,1.0
1736,018774,010,2.0
1737,018774,020,1.0
1738,018776,010,3.0
1739,018776,040,2.0
1740,018779,010,1.0
1741,018782,010,3.0
1742,018782,040,1.0
1743,018803,010,3.0
1744,018803,020,2.0
1745,018808,010,2.0
1746,018808,020,3.0
1747,018815,020,3.0
1748,018815,030,1.0
1749,018828,010,0.0
1750,018831,010,0.0
1751,018841,010,0.0
1752,018864,010,2.0
1753,018864,040,1.0
1754,018865,010,0.0
1755,018865,040,0.0
1756,018877,010,0.0
1757,018889,010,1.0
1758,018889,040,2.0
1759,018896,010,3.0
1760,018896,040,2.0
1761,018898,010,1.0
1762,018898,040,1.0
1763,018918,010,0.0
1764,018918,040,0.0
1765,018950,010,0.0
1766,018961,010,1.0
1767,018961,040,0.0
1768,018963,010,2.0
1769,018964,020,1.0
1770,018964,030,2.0
1771,018966,010,1.0
1772,018972,010,0.0
1773,018972,040,0.0
1774,018973,010,1.0
1775,018973,040,1.0
1776,018983,020,0.0
1777,018983,030,0.0
1778,018990,010,1.0
1779,018990,040,0.0
1780,018992,010,0.0
1781,019001,010,1.0
1782,019001,020,0.0
1783,019007,010,1.0
1784,019021,010,0.0
1785,019031,010,0.0
1786,019031,020,0.0
1787,019047,030,0.0
1788,019049,010,2.0
1789,019050,010,0.0
1790,019052,010,
1791,019052,040,0.0
1792,019053,010,1.0
1793,019053,040,0.0
1794,019054,010,1.0
1795,019054,020,1.0
1796,019058,010,0.0
1797,019065,010,1.0
1798,019065,020,1.0
1799,019098,010,0.0
1800,019110,010,0.0
1801,019110,020,0.0
1802,019117,010,
1803,019133,010,2.0
1804,019142,020,0.0
1805,019142,030,0.0
1806,019154,010,0.0
1807,019154,040,
1808,019158,010,0.0
1809,019162,020,0.0
1810,019162,030,0.0
1811,019167,010,0.0
1812,019167,020,0.0
1813,019174,010,0.0
1814,019177,010,0.0
1815,019187,010,0.0
1816,019187,020,0.0
1817,019212,020,0.0
1818,019212,030,2.0
1819,019213,020,1.0
1820,019213,030,0.0
1821,019216,010,1.0
1822,019280,010,1.0
1823,019280,020,1.0
1824,019286,010,3.0
1825,019286,020,2.0
1826,019298,010,3.0
1827,019298,020,3.0
1828,019328,010,1.0
1829,019328,020,1.0
1830,019329,020,1.0
1831,019333,010,1.0
1832,019338,010,3.0
1833,019338,020,1.0
1834,019341,010,0.0
1835,019342,010,0.0
1836,019345,030,2.0
1837,019351,010,0.0
1838,019373,010,2.0
1839,019373,040,2.0
1840,019375,010,0.0
1841,019387,010,1.0
1842,019389,010,0.0
1843,019389,040,1.0
1844,019395,010,0.0
1845,019403,010,1.0
1846,019403,020,0.0
1847,019423,020,1.0
1848,019423,030,3.0
1849,019424,010,3.0
1850,019424,020,1.0
1851,019425,020,0.0
1852,019425,030,1.0
1853,019433,030,1.0
1854,019433,040,2.0
1855,019442,010,1.0
1856,019442,040,0.0
1857,019454,010,1.0
1858,019454,020,3.0
1859,019458,010,1.0
1860,019458,040,1.0
1861,019488,020,1.0
1862,019488,030,1.0
1863,019489,010,1.0
1864,019493,010,1.0
1865,019493,040,1.0
1866,019496,010,0.0
1867,019496,020,2.0
1868,019501,010,2.0
1869,019535,020,1.0
1870,019535,030,3.0
1871,019536,010,2.0
1872,019536,040,1.0
1873,019537,010,2.0
1874,019542,010,1.0
1875,019542,020,1.0
1876,019548,010,1.0
1877,019558,010,1.0
1878,019558,020,3.0
1879,019564,010,1.0
1880,019569,010,0.0
1881,019585,010,2.0
1882,019590,010,0.0
1883,019620,010,2.0
1884,019620,040,3.0
1885,019621,010,3.0
1886,019621,040,2.0
1887,019625,020,2.0
1888,019625,030,3.0
1889,019626,010,1.0
1890,019626,020,1.0
1891,019629,020,1.0
1892,019629,030,2.0
1893,019637,010,2.0
1894,019646,010,0.0
1895,019646,020,0.0
1896,019657,010,1.0
1897,019657,020,2.0
1898,019662,010,1.0
1899,019662,040,0.0
1900,019664,010,0.0
1901,019669,010,0.0
1902,019672,020,0.0
1903,019672,030,1.0
1904,019687,010,2.0
1905,019687,040,2.0
1906,019694,010,0.0
1907,019694,020,0.0
1908,019704,010,0.0
1909,019705,010,0.0
1910,019705,020,0.0
1911,019712,010,0.0
1912,019712,020,1.0
1913,019715,010,0.0
1914,019715,040,0.0
1915,019730,010,2.0
1916,019733,010,0.0
1917,019735,010,1.0
1918,019735,040,0.0
1919,019738,010,1.0
1920,019742,010,3.0
1921,019742,040,1.0
1922,019746,010,1.0
1923,019746,020,0.0
1924,019747,020,1.0
1925,019747,030,2.0
1926,019754,010,0.0
1927,019759,010,0.0
1928,019759,020,0.0
1929,019760,010,1.0
1930,019769,010,3.0
1931,019769,040,2.0
1932,019770,010,2.0
1933,019770,020,2.0
1934,019773,010,1.0
1935,019773,040,0.0
1936,019784,010,1.0
1937,019786,010,2.0
1938,019796,010,1.0
1939,019796,020,1.0
1940,019802,010,1.0
1941,019806,010,1.0
1942,019806,020,1.0
1943,019816,010,3.0
1944,019816,020,2.0
1945,019822,010,3.0
1946,019823,010,0.0
1947,019826,010,0.0
1948,019845,010,1.0
1949,019857,010,0.0
1950,019857,020,1.0
1951,019877,010,0.0
1952,019903,010,0.0
1953,019904,020,1.0
1954,019904,030,0.0
1955,019906,010,1.0
1956,019906,040,0.0
1957,019909,020,0.0
1958,019909,030,1.0
1959,019930,010,2.0
1960,019935,010,3.0
1961,019946,010,1.0
1962,019950,010,2.0
1963,019962,020,0.0
1964,019962,030,2.0
1965,019973,010,1.0
1966,019973,040,1.0
1967,019976,010,2.0
1968,019976,020,0.0
1969,019988,010,2.0
1970,019992,010,1.0
1971,019995,010,0.0
1972,019997,010,0.0
1973,019997,020,1.0
1974,020004,010,3.0
1975,020004,020,3.0
1976,020010,010,3.0
1977,020018,010,0.0
1978,020041,010,0.0
1979,020042,010,0.0
1980,020077,010,2.0
1981,020077,040,2.0
1982,020079,010,1.0
1983,020079,020,2.0
1984,020080,020,0.0
1985,020080,030,0.0
1986,020081,010,0.0
1987,020081,020,0.0
1988,020093,010,0.0
1989,020093,040,1.0
1990,020114,010,2.0
1991,020114,040,1.0
1992,020139,010,3.0
1993,020142,010,2.0
1994,020144,020,1.0
1995,020144,030,1.0
1996,020152,010,3.0
1997,020152,020,3.0
1998,020155,010,2.0
1999,020158,010,2.0
2000,020158,040,2.0
2001,020159,010,2.0
2002,020161,010,3.0
2003,020161,020,3.0
2004,020162,010,3.0
2005,020162,020,3.0
2006,020168,010,2.0
2007,020168,020,3.0
2008,020176,010,2.0
2009,020190,010,1.0
2010,020190,020,1.0
2011,020201,010,2.0
2012,020201,020,3.0
2013,020217,010,2.0
2014,020221,010,0.0
2015,020238,010,3.0
2016,020242,010,3.0
2017,020242,040,3.0
2018,020243,010,2.0
2019,020247,010,2.0
2020,020247,020,1.0
2021,020248,010,3.0
2022,020248,040,3.0
2023,020255,010,2.0
2024,020255,040,1.0
2025,020256,010,2.0
2026,020256,040,2.0
2027,020259,010,3.0
2028,020259,020,2.0
2029,020270,010,0.0
2030,020288,010,3.0
2031,020288,040,3.0
2032,020293,010,1.0
2033,020293,040,3.0
2034,020302,010,1.0
2035,020306,010,2.0
2036,020306,020,1.0
2037,020315,020,3.0
2038,020315,030,3.0
2039,020316,010,2.0
2040,020316,020,0.0
2041,020346,010,3.0
2042,020346,020,2.0
2043,020363,010,3.0
2044,020363,040,1.0
2045,020369,010,3.0
2046,020369,020,3.0
2047,020374,010,2.0
2048,020374,020,1.0
2049,020375,020,0.0
2050,020375,030,1.0
2051,020383,010,2.0
2052,020383,040,1.0
2053,020384,010,3.0
2054,020384,040,2.0
2055,020394,010,0.0
2056,020397,010,0.0
2057,020405,010,1.0
2058,020412,030,2.0
2059,020421,010,2.0
2060,020438,010,1.0
2061,020442,010,0.0
2062,020446,010,3.0
2063,020446,020,2.0
2064,020448,020,3.0
2065,020448,030,3.0
2066,020455,010,1.0
2067,020455,020,1.0
2068,020459,010,1.0
2069,020459,020,1.0
2070,020471,010,3.0
2071,020471,040,1.0
2072,020480,010,3.0
2073,020480,020,1.0
2074,020490,010,0.0
2075,020500,020,1.0
2076,020500,030,1.0
2077,020501,010,1.0
2078,020501,020,0.0
2079,020503,030,1.0
2080,020511,010,2.0
2081,020514,010,2.0
2082,020524,010,2.0
2083,020524,020,1.0
2084,020527,010,3.0
2085,020527,040,3.0
2086,020536,010,2.0
2087,020536,020,1.0
2088,020540,020,1.0
2089,020540,030,0.0
2090,020549,010,2.0
2091,020553,010,3.0
2092,020554,010,3.0
2093,020554,020,1.0
2094,020557,010,0.0
2095,020558,010,3.0
2096,020558,020,3.0
2097,020559,020,2.0
2098,020559,030,3.0
2099,020560,010,3.0
2100,020560,020,3.0
2101,020561,010,1.0
2102,020561,040,3.0
2103,020562,010,1.0
2104,020562,020,1.0
2105,020566,010,1.0
2106,020566,020,1.0
2107,020575,010,2.0
2108,020582,020,1.0
2109,020582,030,1.0
2110,020588,020,2.0
2111,020588,030,2.0
2112,020592,010,3.0
2113,020592,040,3.0
2114,020608,010,2.0
2115,020614,010,3.0
2116,020634,010,3.0
2117,020634,040,2.0
2118,020636,010,3.0
2119,020636,020,3.0
2120,020674,010,3.0
2121,020676,010,2.0
2122,020676,040,1.0
2123,020678,010,2.0
2124,020678,040,0.0
2125,020679,010,1.0
2126,020679,040,1.0
2127,020692,010,1.0
2128,020692,020,2.0
2129,020696,020,1.0
2130,020700,010,2.0
2131,020712,020,1.0
2132,020712,030,1.0
2133,020719,010,2.0
2134,020719,020,0.0
2135,020770,010,1.0
2136,020777,010,2.0
2137,020777,040,3.0
2138,020806,010,3.0
2139,020806,040,1.0
2140,020819,010,1.0
2141,020819,040,2.0
2142,020831,010,2.0
2143,020842,010,0.0
2144,020860,010,0.0
2145,020860,020,1.0
2146,020861,010,2.0
2147,020861,020,3.0
2148,020862,010,1.0
2149,020864,020,1.0
2150,020865,010,0.0
2151,020867,010,1.0
2152,020867,040,2.0
2153,020869,010,1.0
2154,020870,010,1.0
2155,020870,020,2.0
2156,020876,010,2.0
2157,020887,010,2.0
2158,020887,040,1.0
2159,020899,010,0.0
2160,020911,020,1.0
2161,020911,030,2.0
2162,020913,010,0.0
2163,020913,040,0.0
2164,020917,010,1.0
2165,020918,020,0.0
2166,020918,030,0.0
2167,020950,010,0.0
2168,020950,040,0.0
2169,020978,010,2.0
2170,021001,010,1.0
2171,021002,010,2.0
2172,021002,040,2.0
2173,021003,010,3.0
2174,021003,020,3.0
2175,021009,020,1.0
2176,021009,030,3.0
2177,021011,010,3.0
2178,021012,020,1.0
2179,021012,030,2.0
2180,021015,010,2.0
2181,021015,020,2.0
2182,021019,010,1.0
2183,021019,020,2.0
2184,021022,010,3.0
2185,021022,040,3.0
2186,021040,020,0.0
2187,021040,030,1.0
2188,021054,010,1.0
2189,021058,010,0.0
2190,021058,020,0.0
2191,021072,010,3.0
2192,021072,020,1.0
2193,021073,010,0.0
2194,021073,020,0.0
2195,021078,010,0.0
2196,021078,040,0.0
2197,021080,010,2.0
2198,021081,010,0.0
2199,021099,010,1.0
2200,021117,010,0.0
2201,021120,010,0.0
2202,021130,020,1.0
2203,021130,030,1.0
2204,021131,020,3.0
2205,021131,030,3.0
2206,021137,020,2.0
2207,021137,030,3.0
2208,021141,010,2.0
2209,021141,020,2.0
2210,021163,010,0.0
2211,021163,020,1.0
2212,021166,010,3.0
2213,021166,020,0.0
2214,021168,010,1.0
2215,021168,040,1.0
2216,021169,010,2.0
2217,021169,040,0.0
2218,021190,010,1.0
2219,021190,040,0.0
2220,021192,010,1.0
2221,021192,040,1.0
2222,021193,010,3.0
2223,021193,020,2.0
2224,021195,010,1.0
2225,021199,010,1.0
2226,021200,010,1.0
2227,021201,010,1.0
2228,021201,020,0.0
2229,021202,010,2.0
2230,021202,040,1.0
2231,021204,010,0.0
2232,021206,010,0.0
2233,021206,020,0.0
2234,021210,010,1.0
2235,021210,020,1.0
2236,021214,010,2.0
2237,021222,020,2.0
2238,021222,030,1.0
2239,021225,010,1.0
2240,021225,020,0.0
2241,021227,010,2.0
2242,021227,020,1.0
2243,021233,010,2.0
2244,021233,020,2.0
2245,021235,010,2.0
2246,021235,040,1.0
2247,021242,010,2.0
2248,021242,040,0.0
2249,021246,020,
2250,021246,030,
2251,021253,010,0.0
2252,021253,040,1.0
2253,021268,010,1.0
2254,021268,020,0.0
2255,021269,010,1.0
2256,021269,020,1.0
2257,021300,020,1.0
2258,021300,030,0.0
2259,021302,010,0.0
2260,021316,010,2.0
2261,021316,020,1.0
2262,021325,010,3.0
2263,021325,020,0.0
2264,021329,010,2.0
2265,021329,040,3.0
2266,021332,010,1.0
2267,021332,020,0.0
2268,021335,010,3.0
2269,021337,020,2.0
2270,021337,030,3.0
2271,021349,010,3.0
2272,021349,020,3.0
2273,021350,010,2.0
2274,021350,040,2.0
2275,021354,010,0.0
2276,021359,010,0.0
2277,021359,020,0.0
2278,021368,010,2.0
2279,021384,010,3.0
2280,021384,040,2.0
2281,021390,010,3.0
2282,021402,020,1.0
2283,021402,030,1.0
2284,021407,010,3.0
2285,021407,020,2.0
2286,021410,010,0.0
2287,021410,020,1.0
2288,021411,010,0.0
2289,021411,020,0.0
2290,021412,010,1.0
2291,021412,020,2.0
2292,021416,010,1.0
2293,021416,040,1.0
2294,021420,010,2.0
2295,021420,040,2.0
2296,021422,010,1.0
2297,021422,040,1.0
2298,021423,020,2.0
2299,021423,030,2.0
2300,021427,010,0.0
2301,021427,020,1.0
2302,021431,010,0.0
2303,021431,040,1.0
2304,021435,020,2.0
2305,021435,030,2.0
2306,021440,010,1.0
